Msg::1::78.7717::void  Msg() {
bits::52::166.5960::        //legacy presentation for IMS
bits::53::251.3015::        if (presentation.presentation_version == 2) {
bits::54::440.7873::            AP4_Dac4Atom::Ac4Dsi::PresentationV1 legacy_presentation = presentation;
bits::55::712.3150::            if (legacy_presentation.d.v1.b_presentation_id == 0 && legacy_presentation.d.v1.b_extended_presentation_id == 0) {
bits::56::395.9999::                fprintf(stderr, "WARN: Need presentation_id for IMS signal.
bits::57::38.3937::");
bits::58::78.6355::            }
bits::59::297.9975::            legacy_presentation.presentation_version = 1;
bits::60::368.4046::            legacy_presentation.d.v1.b_pre_virtualized = 0;
bits::61::397.5158::            legacy_presentation.d.v1.dolby_atmos_indicator = 0;
bits::62::343.6301::            bits.Write(legacy_presentation.presentation_version, 8);
bits::63::436.3983::            bits.Write(default_pres_bytes, 8);    // pres_bytes, need to be updated later
bits::64::334.9090::            //TODO: if (pres_bytes == 255), shall not happen now
bits::65::365.1278::            unsigned int pres_bytes_idx = bits.GetBitCount() / 8 - 1;
bits::66::300.1089::            legacy_presentation.WritePresentationV1Dsi(bits);
bits::67::608.5983::            Ap4_Ac4UpdatePresBytes(bits.GetData(), pres_bytes_idx, bits.GetBitCount()/8 - pres_bytes_idx - 1);
bits::68::79.9502::        }
bits::69::50.3079::    }
bits::70::324.8222::    m_RawBytes.SetData(bits.GetData(), bits.GetBitCount() / 8);
bits::71::214.5296::    m_Size32 += m_RawBytes.GetDataSize();
bits::72::103.8793::    // clear the DSI
bits::73::303.2597::    AP4_SetMemory(&m_Dsi, 0, sizeof(m_Dsi));
bits::74::225.7111::    m_Dsi.ac4_dsi_version = -1;
bits::75::11.7957::}
if::1::185.5443::Object *Lexer::getObj(Object *obj) {
if::2::81.1355::  char *p;
if::3::102.6842::  int c, c2;
if::4::141.1518::  GBool comment, neg, done;
if::5::92.5827::  int numParen;
if::6::78.5406::  int xi;
if::7::101.7244::  double xf, scale;
if::8::82.7939::  GString *s;
if::9::86.5854::  int n, m;
if::10::101.2555::  // skip whitespace and comments
if::11::87.0105::  comment = gFalse;
if::12::85.2951::  while (1) {
if::13::188.2376::    if ((c = getChar()) == EOF) {
if::14::143.8874::      return obj->initEOF();
if::15::49.4574::    }
if::16::93.2585::    if (comment) {
if::17::110.0252::      if (c == '
if::18::73.6613::' || c == '
if::19::32.9193::')
if::20::75.4889::	comment = gFalse;
if::21::161.8889::    } else if (c == '%') {
if::22::115.8340::      comment = gTrue;
if::23::206.1398::    } else if (specialChars[c] != 1) {
if::24::77.8529::      break;
if::25::50.1104::    }
if::26::35.8995::  }
if::27::71.4023::  // start reading token
if::28::82.9736::  switch (c) {
if::29::49.9885::  // number
if::30::261.1313::  case '0': case '1': case '2': case '3': case '4':
if::31::262.0260::  case '5': case '6': case '7': case '8': case '9':
if::32::122.4117::  case '-': case '.':
if::33::102.3791::    neg = gFalse;
if::34::130.9705::    xf = xi = 0;
if::35::136.2746::    if (c == '-') {
if::36::119.6049::      neg = gTrue;
if::37::162.7715::    } else if (c == '.') {
if::38::119.1463::      goto doReal;
if::39::77.3431::    } else {
if::40::183.2024::      xf = xi = c - '0';
if::41::50.6652::    }
if::42::102.1981::    while (1) {
if::43::117.9126::      c = lookChar();
if::44::171.1741::      if (isdigit(c)) {
if::45::64.5693::	getChar();
if::46::180.6552::	xi = xi * 10 + (c - '0');
if::47::180.8384::	xf = xf * 10 + (c - '0');
if::48::179.9602::      } else if (c == '.') {
if::49::63.1100::	getChar();
if::50::86.9495::	goto doReal;
if::51::93.9906::      } else {
if::52::50.0828::	break;
if::53::63.4637::      }
if::54::6.5067::    }
if::61::122.7757::    scale = 0.1;
if::62::107.8475::    while (1) {
if::63::123.3062::      c = lookChar();
if::64::161.3723::      if (c == '-') {
if::65::166.9340::	// ignore minus signs in the middle of numbers to match
if::66::74.6641::	// Adobe's behavior
if::67::235.2982::	error(errSyntaxWarning, getPos(), "Badly formatted number");
if::68::61.8039::	getChar();
if::69::50.3743::	continue;
if::70::62.0509::      }
if::71::167.6142::      if (!isdigit(c)) {
if::72::49.5654::	break;
if::73::62.8603::      }
if::74::95.6580::      getChar();
if::75::209.1058::      xf = xf + scale * (c - '0');
if::76::139.3969::      scale *= 0.1;
if::77::49.8959::    }
if::78::99.3375::    if (neg) {
if::79::127.8954::      xf = -xf;
if::80::51.1407::    }
if::81::129.7494::    obj->initReal(xf);
if::82::64.9713::    break;
if::83::52.5176::  // string
if::84::66.0206::  case '(':
if::85::110.5530::    p = tokBuf;
if::86::85.7845::    n = 0;
if::87::114.4903::    numParen = 1;
if::88::101.7282::    done = gFalse;
if::89::91.1972::    s = NULL;
if::90::62.2099::    do {
if::91::123.0360::      c2 = EOF;
if::92::146.4037::      switch (c = getChar()) {
if::93::98.1130::      case EOF:
if::94::53.3198::#if 0
if::95::252.3234::      // This breaks some PDF files, e.g., ones from Photoshop.
if::96::72.2360::      case '
if::97::32.2206::':
if::98::71.1488::      case '
if::99::30.6254::':
if::100::48.5671::#endif
if::101::226.0260::	error(errSyntaxError, getPos(), "Unterminated string");
if::102::78.5773::	done = gTrue;
if::103::48.1569::	break;
if::104::93.9422::      case '(':
if::105::86.4345::	++numParen;
if::106::73.8649::	c2 = c;
if::107::51.5388::	break;
if::108::103.5033::      case ')':
if::109::142.7749::	if (--numParen == 0) {
if::110::91.1555::	  done = gTrue;
if::111::58.6498::	} else {
if::112::80.4691::	  c2 = c;
if::113::30.8249::	}
if::114::50.0372::	break;
if::115::99.1033::      case '\':
if::116::118.7719::	switch (c = getChar()) {
if::117::68.5919::	case 'n':
if::118::69.8836::	  c2 = '
if::119::37.0668::';
if::120::54.8883::	  break;
if::121::64.8084::	case 'r':
if::134::67.2774::	case '\':
if::135::59.9210::	case '(':
if::136::71.3562::	case ')':
if::137::86.6845::	  c2 = c;
if::138::55.4426::	  break;
if::139::218.5308::	case '0': case '1': case '2': case '3':
if::140::212.6150::	case '4': case '5': case '6': case '7':
if::141::116.9879::	  c2 = c - '0';
if::142::86.6447::	  c = lookChar();
if::143::195.3142::	  if (c >= '0' && c <= '7') {
if::144::78.4647::	    getChar();
if::145::220.4018::	    c2 = (c2 << 3) + (c - '0');
if::146::96.7319::	    c = lookChar();
if::147::205.6417::	    if (c >= '0' && c <= '7') {
if::148::93.0799::	      getChar();
if::149::233.4353::	      c2 = (c2 << 3) + (c - '0');
if::150::47.4333::	    }
if::151::35.1855::	  }
if::152::49.2426::	  break;
if::153::37.2256::	case '
if::154::30.3688::':
if::155::86.6015::	  c = lookChar();
if::156::79.2448::	  if (c == '
if::157::42.7579::') {
if::158::76.5983::	    getChar();
if::159::34.8256::	  }
if::160::50.2602::	  break;
if::161::36.5183::	case '
if::162::30.4960::':
if::163::48.2189::	  break;
if::164::63.6238::	case EOF:
if::165::222.6071::	  error(errSyntaxError, getPos(), "Unterminated string");
if::166::82.9312::	  done = gTrue;
if::167::49.3064::	  break;
if::168::41.2249::	default:
if::169::76.2756::	  c2 = c;
if::170::48.7200::	  break;
if::171::26.2707::	}
if::172::44.3215::	break;
if::173::76.2277::      default:
if::174::71.8631::	c2 = c;
if::175::47.5119::	break;
if::176::62.2719::      }
if::177::157.8015::      if (c2 != EOF) {
if::178::133.4711::	if (n == tokBufSize) {
if::179::78.6213::	  if (!s)
if::180::235.9144::	    s = new GString(tokBuf, tokBufSize);
if::181::38.2205::	  else
if::182::222.3050::	    s->append(tokBuf, tokBufSize);
if::183::99.6995::	  p = tokBuf;
if::184::74.4487::	  n = 0;
if::185::29.5474::	}
if::186::145.3167::	*p++ = (char)c2;
if::187::60.8769::	++n;
if::188::61.4561::      }
if::189::115.5211::    } while (!done);
if::190::103.7977::    if (!s)
if::191::220.3408::      s = new GString(tokBuf, n);
if::192::33.3436::    else
if::200::95.0773::    s = NULL;
if::201::295.9440::    while ((c = lookChar()) != EOF && !specialChars[c]) {
if::202::96.6917::      getChar();
if::203::153.4083::      if (c == '#') {
if::204::91.3949::	c2 = lookChar();
if::205::209.9778::	if (c2 >= '0' && c2 <= '9') {
if::206::118.2683::	  c = c2 - '0';
if::207::231.3492::	} else if (c2 >= 'A' && c2 <= 'F') {
if::208::146.7880::	  c = c2 - 'A' + 10;
if::209::229.6100::	} else if (c2 >= 'a' && c2 <= 'f') {
if::210::144.9959::	  c = c2 - 'a' + 10;
if::211::53.7924::	} else {
if::212::90.2717::	  goto notEscChar;
if::213::30.1464::	}
if::214::59.2148::	getChar();
if::215::77.3819::	c <<= 4;
if::216::89.8016::	c2 = getChar();
if::217::200.2903::	if (c2 >= '0' && c2 <= '9') {
if::218::119.0452::	  c += c2 - '0';
if::219::232.3947::	} else if (c2 >= 'A' && c2 <= 'F') {
if::220::151.2613::	  c += c2 - 'A' + 10;
if::221::233.9849::	} else if (c2 >= 'a' && c2 <= 'f') {
if::222::151.6019::	  c += c2 - 'a' + 10;
if::223::54.0826::	} else {
if::224::271.2644::	  error(errSyntaxError, getPos(), "Illegal digit in hex char in name");
if::225::28.2655::	}
if::226::61.7254::      }
if::227::92.8525::     notEscChar:
if::228::233.3582::      // the PDF spec claims that names are limited to 127 chars, but
if::229::238.1662::      // Distiller 8 will produce longer names, and Acrobat 8 will
if::230::108.8948::      // accept longer names
if::231::94.8141::      ++n;
if::232::173.2160::      if (n < tokBufSize) {
if::233::98.1211::	*p++ = c;
if::234::205.8090::      } else if (n == tokBufSize) {
if::235::80.8348::	*p = c;
if::236::179.2038::	s = new GString(tokBuf, n);
if::237::87.6995::      } else {
if::238::132.5548::	s->append((char)c);
if::239::63.8968::      }
if::240::52.0010::    }
if::241::163.9471::    if (n < tokBufSize) {
if::242::19.5736::      *p = '
if::1::178.8709::GBool DCTStream::readMCURow() {
if::2::104.4339::  int data1[64];
if::3::130.9270::  Guchar data2[64];
if::4::163.3936::  Guchar *p1, *p2;
if::5::262.1323::  int pY, pCb, pCr, pR, pG, pB;
if::6::224.1104::  int h, v, horiz, vert, hSub, vSub;
if::7::405.4669::  int x1, x2, y2, x3, y3, x4, y4, x5, y5, cc, i;
if::8::62.1260::  int c;
if::9::261.5303::  for (x1 = 0; x1 < width; x1 += mcuWidth) {
if::10::105.8736::    // deal with restart marker
if::11::226.9344::    if (restartInterval > 0 && restartCtr == 0) {
if::12::124.9903::      c = readMarker();
if::13::160.2081::      if (c != restartMarker) {
if::14::145.8369::	error(errSyntaxError, getPos(),
if::15::184.5937::	      "Bad DCT data: incorrect restart marker");
if::16::70.2646::	return gFalse;
if::17::63.5768::      }
if::18::205.3825::      if (++restartMarker == 0xd8)
if::19::134.1567::	restartMarker = 0xd0;
if::20::87.0170::      restart();
if::21::48.0650::    }
if::22::98.5177::    // read one MCU
if::23::236.2097::    for (cc = 0; cc < numComps; ++cc) {
if::24::173.2165::      h = compInfo[cc].hSample;
if::25::177.3188::      v = compInfo[cc].vSample;
if::26::166.9260::      horiz = mcuWidth / h;
if::27::155.1564::      vert = mcuHeight / v;
if::28::154.8543::      hSub = horiz / 8;
if::29::142.3073::      vSub = vert / 8;
if::30::303.5113::      for (y2 = 0; y2 < mcuHeight; y2 += vert) {
if::31::281.4244::	for (x2 = 0; x2 < mcuWidth; x2 += horiz) {
if::32::325.1741::	  if (!readDataUnit(&dcHuffTables[scanInfo.dcHuffTable[cc]],
if::33::266.0028::			    &acHuffTables[scanInfo.acHuffTable[cc]],
if::34::43.8542::			    &compInfo[cc].prevDC,
if::38::248.7822::	  transformDataUnit(quantTables[compInfo[cc].quantTable],
if::39::118.6985::			    data1, data2);
if::40::331.2571::	  if (hSub == 1 && vSub == 1 && x1+x2+8 <= width) {
if::41::362.1153::	    for (y3 = 0, i = 0; y3 < 8; ++y3, i += 8) {
if::42::440.0423::	      p1 = &rowBuf[((y2+y3) * width + (x1+x2)) * numComps + cc];
if::43::246.8576::	      p1[0]          = data2[i];
if::44::238.5098::	      p1[  numComps] = data2[i+1];
if::45::257.3010::	      p1[2*numComps] = data2[i+2];
if::46::258.9113::	      p1[3*numComps] = data2[i+3];
if::47::266.3126::	      p1[4*numComps] = data2[i+4];
if::48::265.1469::	      p1[5*numComps] = data2[i+5];
if::49::259.6760::	      p1[6*numComps] = data2[i+6];
if::50::259.5105::	      p1[7*numComps] = data2[i+7];
if::51::48.2463::	    }
if::52::334.9803::	  } else if (hSub == 2 && vSub == 2 && x1+x2+16 <= width) {
if::53::379.3130::	    for (y3 = 0, i = 0; y3 < 16; y3 += 2, i += 8) {
if::54::459.5578::	      p1 = &rowBuf[((y2+y3) * width + (x1+x2)) * numComps + cc];
if::55::204.6185::	      p2 = p1 + width * numComps;
if::56::228.0123::	      p1[0] = p1[numComps] =
if::57::264.5725::		p2[0] = p2[numComps] = data2[i];
if::58::258.1291::	      p1[2*numComps] = p1[3*numComps] =
if::59::375.0457::		p2[2*numComps] = p2[3*numComps] = data2[i+1];
if::60::303.2952::	      p1[4*numComps] = p1[5*numComps] =
if::61::343.5809::		p2[4*numComps] = p2[5*numComps] = data2[i+2];
if::62::284.8301::	      p1[6*numComps] = p1[7*numComps] =
if::63::341.1704::		p2[6*numComps] = p2[7*numComps] = data2[i+3];
if::64::282.3565::	      p1[8*numComps] = p1[9*numComps] =
if::65::336.6434::		p2[8*numComps] = p2[9*numComps] = data2[i+4];
if::66::284.2355::	      p1[10*numComps] = p1[11*numComps] =
if::67::349.1674::		p2[10*numComps] = p2[11*numComps] = data2[i+5];
if::68::289.6922::	      p1[12*numComps] = p1[13*numComps] =
if::69::339.6268::		p2[12*numComps] = p2[13*numComps] = data2[i+6];
if::70::285.7836::	      p1[14*numComps] = p1[15*numComps] =
if::71::343.4925::		p2[14*numComps] = p2[15*numComps] = data2[i+7];
if::72::48.1166::	    }
if::73::61.8119::	  } else {
if::74::373.1781::	    p1 = &rowBuf[(y2 * width + (x1+x2)) * numComps + cc];
if::75::88.8594::	    i = 0;
if::76::399.4289::	    for (y3 = 0, y4 = 0; y3 < 8; ++y3, y4 += vSub) {
if::77::409.1148::	      for (x3 = 0, x4 = 0; x3 < 8; ++x3, x4 += hSub) {
if::78::177.7630::		for (y5 = 0; y5 < vSub; ++y5) {
if::79::440.3221::		  for (x5 = 0; x5 < hSub && x1+x2+x4+x5 < width; ++x5) {
if::80::421.3982::		    p1[((y4+y5) * width + (x4+x5)) * numComps] = data2[i];
if::81::34.9442::		  }
if::82::29.4297::		}
if::83::60.7702::		++i;
if::84::59.5597::	      }
if::85::46.3219::	    }
if::86::32.8149::	  }
if::87::29.1842::	}
if::88::60.1234::      }
if::89::47.6610::    }
if::90::104.6163::    --restartCtr;
if::91::33.3366::  }
if::92::73.2154::  // color space conversion
if::93::101.7653::  if (colorXform) {
if::94::132.8797::    // convert YCbCr to RGB
if::95::143.3962::    if (numComps == 3) {
if::96::406.9160::      for (i = 0, p1 = rowBuf; i < width * mcuHeight; ++i, p1 += 3) {
if::97::111.7543::	pY = p1[0];
if::98::157.0810::	pCb = p1[1] - 128;
if::99::147.4194::	pCr = p1[2] - 128;
if::100::323.4106::	pR = ((pY << 16) + dctCrToR * pCr + 32768) >> 16;
if::101::182.3441::	p1[0] = dctClip(pR);
if::102::431.0181::	pG = ((pY << 16) + dctCbToG * pCb + dctCrToG * pCr + 32768) >> 16;
if::103::184.1200::	p1[1] = dctClip(pG);
if::104::342.5950::	pB = ((pY << 16) + dctCbToB * pCb + 32768) >> 16;
if::105::187.0223::	p1[2] = dctClip(pB);
if::106::61.5551::      }
if::107::260.0189::    // convert YCbCrK to CMYK (K is passed through unchanged)
if::108::178.2801::    } else if (numComps == 4) {
if::109::427.1079::      for (i = 0, p1 = rowBuf; i < width * mcuHeight; ++i, p1 += 4) {
if::110::116.5251::	pY = p1[0];
if::111::169.7306::	pCb = p1[1] - 128;
if::112::155.3678::	pCr = p1[2] - 128;
if::113::31.4886::	pR = ((pY << 16) + dctCrToR * pCr + 32768) >> 16;
if::114::225.3461::	p1[0] = 255 - dctClip(pR);
if::115::475.6525::	pG = ((pY << 16) + dctCbToG * pCb + dctCrToG * pCr + 32768) >> 16;
if::116::209.8548::	p1[1] = 255 - dctClip(pG);
if::117::341.8979::	pB = ((pY << 16) + dctCbToB * pCb + 32768) >> 16;
if::118::206.2045::	p1[2] = 255 - dctClip(pB);
